right,109,AssignDivExpr,,,108
right,110,VarAccess,z,,109
right,111,IntegerLiteral,,2,109
right,112,ForStmt,,,19
right,113,List,,,112
right,114,VarDeclStmt,,,113
right,115,Modifiers,,,114
right,116,List,,,115
right,117,PrimitiveTypeAccess,int,,114
right,118,List,,,114
right,123,VariableDeclarator,i,,118
right,124,List,,,123
right,125,Opt,,,123
right,126,IntegerLiteral,,0,125
right,127,Opt,,,112
right,128,LTExpr,,,127
right,129,VarAccess,i,,128
right,130,IntegerLiteral,,1,128
right,131,List,,,112
right,132,ExprStmt,,,131
right,133,AssignPlusExpr,,,132
right,134,VarAccess,i,,133
right,135,IntegerLiteral,,1,133
right,136,Block,,,112
right,137,List,,,136
right,138,BreakStmt,,,137
right,139,ReturnStmt,,,19
right,140,Opt,,,139
right,141,VarAccess,x,,140
left,0,Program,,,-1
left,1,List,,,0
left,2,CompilationUnit,,,1
left,3,List,,,2
left,4,List,,,2
left,5,ClassDecl,Schwarz,,4
left,6,Modifiers,,,5
left,7,List,,,6
left,8,Opt,,,5
left,9,List,,,5
left,10,List,,,5
left,11,MethodDecl,foo,,10
left,12,Modifiers,,,11
left,13,List,,,12
left,14,TypeAccess,Integer,,11
left,15,List,,,11
left,16,List,,,11
left,17,Opt,,,11
left,18,Block,,,17
left,19,List,,,18
left,20,VarDeclStmt,,,19
left,21,Modifiers,,,20
left,22,List,,,21
left,23,TypeAccess,Integer,,20
left,24,List,,,20
left,25,VariableDeclarator,x,,24
left,26,List,,,25
left,27,Opt,,,25
left,28,VariableDeclarator,y,,24
left,29,List,,,28
left,30,Opt,,,28
left,31,VariableDeclarator,z,,24
left,32,List,,,31
left,33,Opt,,,31
left,34,ExprStmt,,,19
left,35,AssignSimpleExpr,,,34
left,36,VarAccess,x,,35
left,37,IntegerLiteral,,1,35
left,38,WhileStmt,,,19
left,39,GTExpr,,,38
left,40,VarAccess,x,,39
left,41,IntegerLiteral,,1,39
left,42,Block,,,38
left,43,List,,,42
left,44,ExprStmt,,,43
left,45,AssignSimpleExpr,,,44
left,46,VarAccess,y,,45
left,47,DivExpr,,,45
left,48,VarAccess,x,,47
left,49,IntegerLiteral,,2,47
left,50,IfStmt,,,43
left,51,GTExpr,,,50
left,52,VarAccess,y,,51
left,53,IntegerLiteral,,3,51
left,54,Block,,,50
left,55,List,,,54
left,56,ExprStmt,,,55
left,57,AssignSimpleExpr,,,56
left,58,VarAccess,x,,57
left,59,SubExpr,,,57
left,60,VarAccess,x,,59
left,61,VarAccess,y,,59
left,62,Opt,,,50
left,71,ExprStmt,,,43
left,72,AssignSimpleExpr,,,71
left,73,VarAccess,z,,72
left,74,SubExpr,,,72
left,75,VarAccess,x,,74
left,76,IntegerLiteral,,4,74
left,77,IfStmt,,,43
left,78,GTExpr,,,77
left,79,VarAccess,z,,78
left,80,IntegerLiteral,,0,78
left,81,Block,,,77
left,82,List,,,81
left,83,ExprStmt,,,82
left,84,AssignSimpleExpr,,,83
left,85,VarAccess,x,,84
left,86,DivExpr,,,84
left,87,VarAccess,x,,86
left,88,IntegerLiteral,,2,86
left,89,Opt,,,77
left,90,ExprStmt,,,43
left,91,AssignSimpleExpr,,,90
left,92,VarAccess,z,,91
left,93,SubExpr,,,91
left,94,VarAccess,z,,93
left,95,IntegerLiteral,,1,93
left,112,ForStmt,,,19
left,113,List,,,112
left,114,VarDeclStmt,,,113
left,115,Modifiers,,,114
left,116,List,,,115
left,117,PrimitiveTypeAccess,int,,114
left,118,List,,,114
left,119,VariableDeclarator,j,,118
left,120,List,,,119
left,121,Opt,,,119
left,122,IntegerLiteral,,0,121
left,127,Opt,,,112
left,128,LTExpr,,,127
left,129,VarAccess,i,,128
left,130,IntegerLiteral,,1,128
left,131,List,,,112
left,132,ExprStmt,,,131
left,133,AssignPlusExpr,,,132
left,134,VarAccess,i,,133
left,135,IntegerLiteral,,1,133
left,136,Block,,,112
left,137,List,,,136
left,138,BreakStmt,,,137
left,139,ReturnStmt,,,19
left,140,Opt,,,139
left,141,VarAccess,x,,140
